episode,method,seed,absence_days,start,goal,success,travel_cost,oracle_cost,regret,collisions,replans,planned_blocked_edges,expected_plan_cost,risk_sum,budget
7,fixed_hazard,22259,120.94481337280538,7,41,0.0,45.195490311638586,10.821776069544232,34.37371424209435,2.0,3.0,2.0,36.131089310410964,3.4025447958211874,40.938108121702406
7,age_decay,22259,120.94481337280538,7,41,0.0,45.4194896733786,10.821776069544232,34.597713603834364,2.0,3.0,2.0,30.571369833107482,2.166832922080524,40.938108121702406
7,uncertainty_only,22259,120.94481337280538,7,41,1.0,11.345092066398488,10.821776069544232,0.5233159968542562,0.0,1.0,0.0,56.9189939157092,2.5318834360728175,40.938108121702406
7,cemd,22259,120.94481337280538,7,41,0.0,63.86152637984852,10.821776069544232,53.039750310304285,3.0,4.0,3.0,6.267603070076796,1.5050892936042466,40.938108121702406
7,oracle_prob,22259,120.94481337280538,7,41,0.0,45.54247754048372,10.821776069544232,34.72070147093949,2.0,3.0,2.0,18.46134279576499,2.5096836927081427,40.938108121702406
8,no_decay,22296,27.164775069562694,7,41,1.0,29.156237582288245,10.793418072681956,18.36281950960629,1.0,2.0,1.0,6.4508445713179094,0.0,40.88848162719342
8,fixed_hazard,22296,27.164775069562694,7,41,1.0,29.156237582288245,10.793418072681956,18.36281950960629,1.0,2.0,1.0,17.17782520519026,1.0925628423388507,40.88848162719342
8,age_decay,22296,27.164775069562694,7,41,1.0,10.89353139496135,10.793418072681956,0.10011332227939462,0.0,1.0,0.0,20.45577475056972,0.5312357419782427,40.88848162719342
8,uncertainty_only,22296,27.164775069562694,7,41,1.0,10.886944570749652,10.793418072681956,0.0935264980676962,0.0,1.0,0.0,25.504359098227475,0.8120785848598793,40.88848162719342
8,cemd,22296,27.164775069562694,7,41,1.0,29.317211500286973,10.793418072681956,18.523793427605018,1.0,2.0,1.0,7.522980663780901,0.23296864853401578,40.88848162719342
8,oracle_prob,22296,27.164775069562694,7,41,1.0,29.156237582288245,10.793418072681956,18.36281950960629,1.0,2.0,1.0,12.695413289945416,0.6810785980941273,40.88848162719342
9,no_decay,22333,134.84266388981044,21,41,0.0,61.5652947601315,10.826196814500072,50.73909794563143,3.0,4.0,3.0,7.675640868422295,0.0,40.94584442537513
9,fixed_hazard,22333,134.84266388981044,21,41,0.0,61.5652947601315,10.826196814500072,50.73909794563143,3.0,4.0,3.0,51.91610407386457,3.1600330861030197,40.94584442537513
9,age_decay,22333,134.84266388981044,21,41,0.0,41.06278090545869,10.826196814500072,30.236584090958615,2.0,3.0,2.0,38.65692481600927,1.7613379614321985,40.94584442537513
9,uncertainty_only,22333,134.84266388981044,21,41,0.0,41.06278090545869,10.826196814500072,30.236584090958615,2.0,3.0,2.0,44.160372180136264,1.7157757699008607,40.94584442537513
9,cemd,22333,134.84266388981044,21,41,0.0,41.891077694795406,10.826196814500072,31.064880880295334,2.0,3.0,2.0,14.851264319227136,0.7293296328680788,40.94584442537513
9,oracle_prob,22333,134.84266388981044,21,41,0.0,61.5652947601315,10.826196814500072,50.73909794563143,3.0,4.0,3.0,26.932758521230234,2.790738213753211,40.94584442537513
10,no_decay,22370,129.22925975219027,8,41,0.0,45.24829657737227,9.871220209950325,35.37707636742195,2.0,3.0,2.0,4.612642652466334,0.0,39.27463536741307
10,fixed_hazard,22370,129.22925975219027,8,41,0.0,45.24829657737227,9.871220209950325,35.37707636742195,2.0,3.0,2.0,31.117751001853538,3.681265048526,39.27463536741307
10,age_decay,22370,129.22925975219027,8,41,1.0,9.871220209950325,9.871220209950325,0.0,0.0,1.0,0.0,48.102216868036706,2.1239442587825765,39.27463536741307
10,uncertainty_only,22370,129.22925975219027,8,41,0.0,39.95126952691367,9.871220209950325,30.080049316963347,2.0,3.0,2.0,61.02169064733343,2.161502656747701,39.27463536741307
10,cemd,22370,129.22925975219027,8,41,1.0,10.091570826250148,9.871220209950325,0.22035061629982344,0.0,1.0,0.0,17.00462768257522,0.3840587142402818,39.27463536741307
10,oracle_prob,22370,129.22925975219027,8,41,1.0,10.060675120872505,9.871220209950325,0.18945491092217992,0.0,1.0,0.0,39.87320056437913,1.6562514135281454,39.27463536741307
11,no_decay,22407,82.77978436919987,13,36,1.0,27.94104737759966,9.572054196984627,18.368993180615032,1.0,2.0,1.0,3.230851308478343,0.0,38.7510948447231
11,fixed_hazard,22407,82.77978436919987,13,36,1.0,27.94104737759966,9.572054196984627,18.368993180615032,1.0,2.0,1.0,18.158728874083497,2.764421771408362,38.7510948447231
11,age_decay,22407,82.77978436919987,13,36,0.0,42.08855478338595,9.572054196984627,32.51650058640132,2.0,3.0,2.0,31.811431366305584,1.9213995320571229,38.7510948447231
11,uncertainty_only,22407,82.77978436919987,13,36,1.0,28.01963693985695,9.572054196984627,18.447582742872324,1.0,2.0,1.0,42.110509343503246,2.037759419497923,38.7510948447231
11,cemd,22407,82.77978436919987,13,36,0.0,44.1056903872624,9.572054196984627,34.533636190277775,2.0,3.0,2.0,5.680302722271653,0.22553107173078513,38.7510948447231
11,oracle_prob,22407,82.77978436919987,13,36,1.0,28.100827148846896,9.572054196984627,18.52877295186227,1.0,2.0,1.0,32.57586590382703,1.4637874820289527,38.7510948447231
12,no_decay,22444,79.95357726588088,41,7,1.0,10.59898304151088,10.59898304151088,0.0,0.0,1.0,0.0,10.59898304151088,0.0,40.54822032264404
12,fixed_hazard,22444,79.95357726588088,41,7,1.0,10.59898304151088,10.59898304151088,0.0,0.0,1.0,0.0,58.80060839380221,2.6778680751272965,40.54822032264404
12,age_decay,22444,79.95357726588088,41,7,1.0,10.769996552844411,10.59898304151088,0.1710135113335305,0.0,1.0,0.0,34.49499288796434,1.318055351951107,40.54822032264404
12,uncertainty_only,22444,79.95357726588088,41,7,1.0,10.864197634329498,10.59898304151088,0.2652145928186176,0.0,1.0,0.0,48.787234904288155,2.1068354038865915,40.54822032264404
12,cemd,22444,79.95357726588088,41,7,0.0,62.869098301805984,10.59898304151088,52.2701152602951,3.0,4.0,3.0,22.20634452353295,0.0870659308742534,40.54822032264404
12,oracle_prob,22444,79.95357726588088,41,7,0.0,44.6353677468748,10.59898304151088,34.036384705363915,2.0,3.0,2.0,24.456093313431168,1.0264262704871452,40.54822032264404
13,no_decay,22481,107.6379833637822,22,41,1.0,7.537805477538701,7.537805477538701,0.0,0.0,1.0,0.0,7.537805477538701,0.0,35.19115958569273
13,fixed_hazard,22481,107.6379833637822,22,41,1.0,7.537805477538701,7.537805477538701,0.0,0.0,1.0,0.0,51.742280074189964,2.4558041442584035,35.19115958569273
13,age_decay,22481,107.6379833637822,22,41,1.0,7.537805477538701,7.537805477538701,0.0,0.0,1.0,0.0,28.25640828646423,1.1510334893847518,35.19115958569273
13,uncertainty_only,22481,107.6379833637822,22,41,1.0,25.983230973816752,7.537805477538701,18.44542549627805,1.0,2.0,1.0,31.000741981981097,2.72115396496724,35.19115958569273
13,cemd,22481,107.6379833637822,22,41,1.0,7.537805477538701,7.537805477538701,0.0,0.0,1.0,0.0,13.145194261287196,0.3115215990971386,35.19115958569273
13,oracle_prob,22481,107.6379833637822,22,41,1.0,25.983230973816752,7.537805477538701,18.44542549627805,1.0,2.0,1.0,10.886527848735202,1.6649273278866703,35.19115958569273
14,no_decay,22518,87.56376065833636,5,35,0.0,43.94891324710109,10.47394726917709,33.474965977924,2.0,3.0,2.0,4.190566243567757,0.0,40.32940772105991
14,fixed_hazard,22518,87.56376065833636,5,35,0.0,43.94891324710109,10.47394726917709,33.474965977924,2.0,3.0,2.0,25.013427514053635,2.602857658810735,40.32940772105991
14,age_decay,22518,87.56376065833636,5,35,0.0,42.988962369152816,10.47394726917709,32.51501509997573,2.0,3.0,2.0,32.24033333145306,1.914257269377011,40.32940772105991
14,uncertainty_only,22518,87.56376065833636,5,35,0.0,44.268155599056776,10.47394726917709,33.79420832987969,2.0,3.0,2.0,29.396005832447717,2.120541493308365,40.32940772105991
14,cemd,22518,87.56376065833636,5,35,0.0,41.183945105992414,10.47394726917709,30.709997836815326,2.0,3.0,2.0,55.53020441863119,2.245631313930243,40.32940772105991
14,oracle_prob,22518,87.56376065833636,5,35,0.0,45.100656308690006,10.47394726917709,34.62670903951292,2.0,3.0,2.0,24.98266070875178,2.0579021849213017,40.32940772105991
15,no_decay,22555,138.47135984216996,40,1,0.0,63.6460839098121,9.659209187380739,53.98687472243136,3.0,4.0,3.0,6.332235814235945,0.0,38.9036160779163
15,fixed_hazard,22555,138.47135984216996,40,1,0.0,63.6460839098121,9.659209187380739,53.98687472243136,3.0,4.0,3.0,47.848822016960376,4.228541187314525,38.9036160779163
15,age_decay,22555,138.47135984216996,40,1,0.0,44.3621529616783,9.659209187380739,34.70294377429756,2.0,3.0,2.0,27.8341913548183,3.6010920036265284,38.9036160779163
15,uncertainty_only,22555,138.47135984216996,40,1,0.0,41.25659006060949,9.659209187380739,31.59738087322875,2.0,3.0,2.0,39.487851574746934,1.6565234891401037,38.9036160779163
15,cemd,22555,138.47135984216996,40,1,0.0,44.50380314203335,9.659209187380739,34.84459395465261,2.0,3.0,2.0,35.147148120295306,0.011041943039182711,38.9036160779163
15,oracle_prob,22555,138.47135984216996,40,1,1.0,28.058812658001205,9.659209187380739,18.399603470620466,1.0,2.0,1.0,53.782822767199505,3.329752773540803,38.9036160779163
16,no_decay,22592,78.03220481430465,41,0,1.0,29.97063831796196,11.611108806122965,18.359529511838993,1.0,2.0,1.0,2.1437674076771147,0.0,42.31944041071519
16,fixed_hazard,22592,78.03220481430465,41,0,1.0,29.97063831796196,11.611108806122965,18.359529511838993,1.0,2.0,1.0,11.505884759400354,3.1207057839077468,42.31944041071519
16,age_decay,22592,78.03220481430465,41,0,1.0,30.022146730313626,11.611108806122965,18.41103792419066,1.0,2.0,1.0,34.60614486363437,2.4226246321739002,42.31944041071519
16,uncertainty_only,22592,78.03220481430465,41,0,0.0,42.5771613007232,11.611108806122965,30.966052494600234,2.0,3.0,2.0,53.49091249232839,1.738504197964354,42.31944041071519
16,cemd,22592,78.03220481430465,41,0,1.0,30.05214985238435,11.611108806122965,18.441041046261383,1.0,2.0,1.0,29.57626258722146,1.8706693801037093,42.31944041071519
16,oracle_prob,22592,78.03220481430465,41,0,0.0,42.52343195289137,11.611108806122965,30.912323146768408,2.0,3.0,2.0,56.78923642680486,0.6500051162998862,42.31944041071519
17,no_decay,22629,124.1109630191981,41,2,1.0,9.664465542976538,9.664465542976538,0.0,0.0,1.0,0.0,9.664465542976538,0.0,38.91281470020894
17,fixed_hazard,22629,124.1109630191981,41,2,1.0,9.664465542976538,9.664465542976538,0.0,0.0,1.0,0.0,66.21865362262437,3.1418993377582134,38.91281470020894
17,age_decay,22629,124.1109630191981,41,2,1.0,28.05580840055604,9.664465542976538,18.391342857579502,1.0,2.0,1.0,20.403622716764374,2.8421209562493512,38.91281470020894
17,uncertainty_only,22629,124.1109630191981,41,2,0.0,42.573762569158234,9.664465542976538,32.9092970261817,2.0,3.0,2.0,46.66615053730054,2.4738838286191362,38.91281470020894
17,cemd,22629,124.1109630191981,41,2,0.0,42.553769878299825,9.664465542976538,32.88930433532329,2.0,3.0,2.0,22.903839129994132,0.06323003428275908,38.91281470020894
17,oracle_prob,22629,124.1109630191981,41,2,0.0,42.573762569158234,9.664465542976538,32.9092970261817,2.0,3.0,2.0,45.278203626933,1.2190467088289783,38.91281470020894
18,no_decay,22666,17.496435407366853,36,6,1.0,35.509014132139086,10.915104895384786,24.5939092367543,1.0,2.0,1.0,8.675050264588837,0.0,41.101433566923376
18,fixed_hazard,22666,17.496435407366853,36,6,1.0,35.509014132139086,10.915104895384786,24.5939092367543,1.0,2.0,1.0,18.57053132196878,1.1682165137184657,41.101433566923376
18,age_decay,22666,17.496435407366853,36,6,0.0,46.378774994277315,10.915104895384786,35.46367009889253,2.0,3.0,2.0,16.9521711866106,0.5128082447695346,41.101433566923376
18,uncertainty_only,22666,17.496435407366853,36,6,0.0,46.458780850167685,10.915104895384786,35.5436759547829,2.0,3.0,2.0,17.516987361215875,0.7598974515436501,41.101433566923376
18,cemd,22666,17.496435407366853,36,6,1.0,29.288766362758743,10.915104895384786,18.373661467373957,1.0,2.0,1.0,18.38014077771039,0.5184916055023411,41.101433566923376
18,oracle_prob,22666,17.496435407366853,36,6,1.0,29.324993862330807,10.915104895384786,18.40988896694602,1.0,2.0,1.0,22.091607492054468,0.6832940638003567,41.101433566923376
19,no_decay,22703,40.34458881827259,35,5,1.0,10.446872724850538,10.446872724850538,0.0,0.0,1.0,0.0,10.446872724850538,0.0,40.28202726848844
19,fixed_hazard,22703,40.34458881827259,35,5,1.0,10.446872724850538,10.446872724850538,0.0,0.0,1.0,0.0,37.01471149257405,1.4759910426513059,40.28202726848844
19,age_decay,22703,40.34458881827259,35,5,1.0,10.866474389688738,10.446872724850538,0.4196016648382006,0.0,1.0,0.0,26.656389405097183,0.8772175008560247,40.28202726848844
19,uncertainty_only,22703,40.34458881827259,35,5,1.0,10.870203431603974,10.446872724850538,0.4233307067534362,0.0,1.0,0.0,30.17025430249696,1.0722250483829439,40.28202726848844
19,cemd,22703,40.34458881827259,35,5,1.0,29.05418340982721,10.446872724850538,18.607310684976675,1.0,2.0,1.0,9.123629774539838,0.8488138879974163,40.28202726848844
19,oracle_prob,22703,40.34458881827259,35,5,1.0,29.05418340982721,10.446872724850538,18.607310684976675,1.0,2.0,1.0,17.348579886394152,1.3538623080328869,40.28202726848844
20,no_decay,22740,133.3446230430792,13,36,0.0,45.159646297383944,9.583364976918395,35.57628132046555,2.0,3.0,2.0,2.1653023153353264,0.0,38.77088870960719
20,fixed_hazard,22740,133.3446230430792,13,36,0.0,45.159646297383944,9.583364976918395,35.57628132046555,2.0,3.0,2.0,15.97480890900462,3.835974053797026,38.77088870960719
20,age_decay,22740,133.3446230430792,13,36,1.0,27.942117275010094,9.583364976918395,18.3587522980917,1.0,2.0,1.0,54.87358356242915,2.8006236194992975,38.77088870960719
20,uncertainty_only,22740,133.3446230430792,13,36,1.0,9.583364976918395,9.583364976918395,0.0,0.0,1.0,0.0,50.09422068433233,2.2506030948563294,38.77088870960719
20,cemd,22740,133.3446230430792,13,36,1.0,27.97838593837274,9.583364976918395,18.395020961454343,1.0,2.0,1.0,9.07894841761604,0.5810685942191602,38.77088870960719
20,oracle_prob,22740,133.3446230430792,13,36,1.0,10.008563682614895,9.583364976918395,0.4251987056965003,0.0,1.0,0.0,41.78936125364048,1.765599865056977,38.77088870960719
21,no_decay,22777,43.984492721989746,6,28,1.0,29.030613639558677,10.52127795644051,18.509335683118167,1.0,2.0,1.0,8.521578233767098,0.0,40.41223642377089
21,fixed_hazard,22777,43.984492721989746,6,28,1.0,29.030613639558677,10.52127795644051,18.509335683118167,1.0,2.0,1.0,32.97318472176827,1.867831051166756,40.41223642377089
21,age_decay,22777,43.984492721989746,6,28,1.0,12.835281249002584,10.52127795644051,2.3140032925620737,0.0,1.0,0.0,38.96786843730148,1.4518103993499385,40.41223642377089
21,uncertainty_only,22777,43.984492721989746,6,28,0.0,42.08482873404884,10.52127795644051,31.56355077760833,2.0,3.0,2.0,22.13940496980824,1.238687957875443,40.41223642377089
21,cemd,22777,43.984492721989746,6,28,1.0,29.030613639558677,10.52127795644051,18.509335683118167,1.0,2.0,1.0,20.62344470175386,1.3342429485462644,40.41223642377089
21,oracle_prob,22777,43.984492721989746,6,28,1.0,29.030613639558677,10.52127795644051,18.509335683118167,1.0,2.0,1.0,30.276564014016092,1.91928849124515,40.41223642377089
22,no_decay,22814,71.7773852879975,28,6,0.0,45.17573502234434,10.645893393384313,34.52984162896003,2.0,3.0,2.0,7.517571845794429,0.0,40.63031343842255
22,fixed_hazard,22814,71.7773852879975,28,6,0.0,45.17573502234434,10.645893393384313,34.52984162896003,2.0,3.0,2.0,40.46963802539983,2.615243347587731,40.63031343842255
22,age_decay,22814,71.7773852879975,28,6,0.0,46.22407177723628,10.645893393384313,35.57817838385197,2.0,3.0,2.0,25.267409164307196,2.6372188147760633,40.63031343842255
22,uncertainty_only,22814,71.7773852879975,28,6,0.0,45.27353381623438,10.645893393384313,34.627640422850064,2.0,3.0,2.0,42.067883802358466,2.7752877073659787,40.63031343842255
22,cemd,22814,71.7773852879975,28,6,1.0,10.645893393384313,10.645893393384313,0.0,0.0,1.0,0.0,38.836154868890645,1.5661256375281294,40.63031343842255
22,oracle_prob,22814,71.7773852879975,28,6,1.0,10.645893393384313,10.645893393384313,0.0,0.0,1.0,0.0,56.66591623835931,2.5566679358319444,40.63031343842255
23,no_decay,22851,45.26677828573106,5,35,0.0,44.234957594598875,10.831829759623275,33.4031278349756,2.0,3.0,2.0,4.283206946035992,0.0,40.95570207934073
23,fixed_hazard,22851,45.26677828573106,5,35,0.0,44.234957594598875,10.831829759623275,33.4031278349756,2.0,3.0,2.0,15.907020689385934,1.452976717918743,40.95570207934073
23,age_decay,22851,45.26677828573106,5,35,0.0,46.30360924292122,10.831829759623275,35.471779483297944,2.0,3.0,2.0,17.076247536969124,1.2360313892037407,40.95570207934073
23,uncertainty_only,22851,45.26677828573106,5,35,0.0,46.33590391517442,10.831829759623275,35.504074155551145,2.0,3.0,2.0,18.217294814266065,1.3908709546793727,40.95570207934073
23,cemd,22851,45.26677828573106,5,35,0.0,49.5567289407712,10.831829759623275,38.724899181147926,2.0,3.0,2.0,25.968714205392494,1.2927482254549152,40.95570207934073
23,oracle_prob,22851,45.26677828573106,5,35,0.0,49.5567289407712,10.831829759623275,38.724899181147926,2.0,3.0,2.0,31.263878130683633,2.0126269171940434,40.95570207934073
24,no_decay,22888,45.602285099805044,6,35,0.0,45.162977178137666,11.631558601720352,33.531418576417316,2.0,3.0,2.0,8.483557949914282,0.0,42.355227553010614
24,fixed_hazard,22888,45.602285099805044,6,35,0.0,45.162977178137666,11.631558601720352,33.531418576417316,2.0,3.0,2.0,31.441337868202343,1.5942902721033378,42.355227553010614
24,age_decay,22888,45.602285099805044,6,35,1.0,11.852141359235441,11.631558601720352,0.22058275751508916,0.0,1.0,0.0,35.58312928654253,1.3183882181837272,42.355227553010614
24,uncertainty_only,22888,45.602285099805044,6,35,1.0,32.11971498797745,11.631558601720352,20.488156386257103,1.0,2.0,1.0,42.82589979326347,2.051643546662472,42.355227553010614
24,cemd,22888,45.602285099805044,6,35,1.0,11.857603670289988,11.631558601720352,0.22604506856963624,0.0,1.0,0.0,34.22624827752067,1.2427024781794822,42.355227553010614
24,oracle_prob,22888,45.602285099805044,6,35,1.0,12.210917980681414,11.631558601720352,0.5793593789610618,0.0,1.0,0.0,37.64616819985809,1.413069456620926,42.355227553010614
25,no_decay,22925,97.12461767051356,28,13,0.0,44.006948094382885,11.67082302409598,32.336125070286904,2.0,3.0,2.0,7.2671200592759915,0.0,42.42394029216797
25,fixed_hazard,22925,97.12461767051356,28,13,0.0,44.006948094382885,11.67082302409598,32.336125070286904,2.0,3.0,2.0,47.38720328918823,2.865720230708017,42.42394029216797
25,age_decay,22925,97.12461767051356,28,13,0.0,43.08210352315724,11.67082302409598,31.411280499061256,2.0,3.0,2.0,40.327235086263435,2.5134829430473706,42.42394029216797
25,uncertainty_only,22925,97.12461767051356,28,13,0.0,46.377987299308806,11.67082302409598,34.707164275212826,2.0,3.0,2.0,27.98438448587757,2.6829402311690855,42.42394029216797
25,cemd,22925,97.12461767051356,28,13,0.0,44.12584542602706,11.67082302409598,32.45502240193108,2.0,3.0,2.0,10.207977935908307,0.48780696545490254,42.42394029216797
25,oracle_prob,22925,97.12461767051356,28,13,0.0,47.646406961990856,11.67082302409598,35.975583937894875,2.0,3.0,2.0,22.011703036920345,2.071785187365162,42.42394029216797
26,no_decay,22962,79.75346172753552,41,0,0.0,45.41025431869093,11.920953502126254,33.48930081656468,2.0,3.0,2.0,4.425606602183248,0.0,42.86166862872095
26,fixed_hazard,22962,79.75346172753552,41,0,0.0,45.41025431869093,11.920953502126254,33.48930081656468,2.0,3.0,2.0,23.760813628181197,2.685445420277493,42.86166862872095
26,age_decay,22962,79.75346172753552,41,0,0.0,45.41025431869093,11.920953502126254,33.48930081656468,2.0,3.0,2.0,28.447848683275733,1.5015773923432694,42.86166862872095
